,Unnamed: 0,city,area,rooms,bathroom,parking spaces,floor,rent amount,property tax,fire insurance,total
0,3039.5,0.1366776315789474,391.1439144736842,0.5074013157894739,5.341611842105263,2.24375,5.672203947368421,3604.155592105263,1490.3333881578947,62.79572368421053,1
1,3040.5,-0.8633223684210526,215.14391447368422,-0.4925986842105261,3.341611842105263,-0.7562500000000001,15.67220394736842,-3575.844407894737,612.3333881578947,-47.20427631578947,1
2,3041.5,0.1366776315789474,594.1439144736842,2.507401315789474,7.341611842105263,2.24375,8.67220394736842,2604.155592105263,1907.3333881578947,30.79572368421053,1
3,3042.5,0.1366776315789474,224.14391447368422,-0.4925986842105261,4.341611842105263,-0.7562500000000001,17.67220394736842,-3145.844407894737,640.3333881578947,-42.20427631578947,1
4,3043.5,0.1366776315789474,170.14391447368422,-1.492598684210526,3.341611842105263,-1.75625,5.672203947368421,-3195.844407894737,531.3333881578947,-42.20427631578947,1
5,3044.5,0.1366776315789474,164.14391447368422,-1.492598684210526,3.341611842105263,-1.75625,7.672203947368421,-2195.844407894737,532.3333881578947,-30.20427631578947,1
6,3045.5,0.1366776315789474,206.14391447368422,-1.492598684210526,3.341611842105263,-0.7562500000000001,7.672203947368421,604.1555921052632,865.3333881578947,5.795723684210529,1
7,3046.5,0.1366776315789474,206.14391447368422,-0.4925986842105261,4.341611842105263,-0.7562500000000001,7.672203947368421,-3095.844407894737,557.3333881578947,-41.20427631578947,1
8,3047.5,0.1366776315789474,233.14391447368422,0.5074013157894739,3.341611842105263,-0.7562500000000001,8.67220394736842,-2395.844407894737,599.3333881578947,-32.20427631578947,1
9,3048.5,0.1366776315789474,183.14391447368422,-1.492598684210526,3.341611842105263,-0.7562500000000001,21.67220394736842,-1495.8444078947368,490.3333881578947,-21.20427631578947,1
10,3049.5,-0.8633223684210526,211.14391447368422,-1.492598684210526,3.341611842105263,-1.75625,11.67220394736842,-3675.844407894737,510.3333881578947,-48.20427631578947,1
11,3050.5,-0.8633223684210526,215.14391447368422,-1.492598684210526,4.341611842105263,-0.7562500000000001,9.67220394736842,-2845.844407894737,490.3333881578947,-51.20427631578947,1
12,3051.5,0.1366776315789474,171.14391447368422,-1.492598684210526,3.341611842105263,-1.75625,9.67220394736842,-2595.844407894737,620.3333881578947,-35.20427631578947,1
13,3052.5,0.1366776315789474,526.1439144736842,1.507401315789474,7.341611842105263,3.24375,6.672203947368421,10604.155592105264,3295.3333881578947,132.79572368421054,1
14,3053.5,0.1366776315789474,243.14391447368422,-0.4925986842105261,3.341611842105263,-0.7562500000000001,12.67220394736842,-445.84440789473683,490.3333881578947,-7.204276315789471,1
15,3054.5,-0.8633223684210526,207.14391447368422,-0.4925986842105261,3.341611842105263,-0.7562500000000001,6.672203947368421,-3445.844407894737,501.3333881578947,-45.20427631578947,1
16,3055.5,-0.8633223684210526,339.1439144736842,-0.4925986842105261,5.341611842105263,6.24375,5.672203947368421,-1385.8444078947368,1074.3333881578947,-12.204276315789471,1
17,3056.5,0.1366776315789474,251.14391447368422,0.5074013157894739,4.341611842105263,-0.7562500000000001,5.672203947368421,-895.8444078947368,750.3333881578947,-5.204276315789471,1
18,3057.5,0.1366776315789474,343.1439144736842,0.5074013157894739,5.341611842105263,0.2437499999999999,18.67220394736842,3404.155592105263,1124.3333881578947,40.79572368421053,1
19,3058.5,0.1366776315789474,244.14391447368422,0.5074013157894739,4.341611842105263,-0.7562500000000001,15.67220394736842,-895.8444078947368,717.3333881578947,-13.204276315789471,1
20,3059.5,0.1366776315789474,306.1439144736842,0.5074013157894739,5.341611842105263,0.2437499999999999,5.672203947368421,-1745.8444078947368,723.3333881578947,-18.20427631578947,1
21,3060.5,0.1366776315789474,231.14391447368422,-0.4925986842105261,4.341611842105263,-1.75625,14.67220394736842,-1845.8444078947368,536.3333881578947,-25.20427631578947,1
22,3061.5,0.1366776315789474,216.14391447368422,-0.4925986842105261,4.341611842105263,0.2437499999999999,19.67220394736842,-895.8444078947368,490.3333881578947,-13.204276315789471,1
23,3062.5,0.1366776315789474,471.1439144736842,0.5074013157894739,5.341611842105263,2.24375,5.672203947368421,4604.155592105263,1490.3333881578947,77.79572368421053,1
24,3063.5,0.1366776315789474,331.1439144736842,0.5074013157894739,7.341611842105263,1.24375,8.67220394736842,3704.155592105263,490.3333881578947,44.79572368421053,1
25,3064.5,0.1366776315789474,182.14391447368422,-1.492598684210526,3.341611842105263,-0.7562500000000001,9.67220394736842,-1195.8444078947368,554.3333881578947,-17.20427631578947,1
26,3065.5,0.1366776315789474,256.1439144736842,1.507401315789474,4.341611842105263,0.2437499999999999,8.67220394736842,2104.155592105263,890.3333881578947,24.79572368421053,1
27,3066.5,0.1366776315789474,451.1439144736842,0.5074013157894739,6.341611842105263,0.2437499999999999,14.67220394736842,9604.155592105264,1574.3333881578947,119.79572368421053,1
28,3067.5,-0.8633223684210526,301.1439144736842,0.5074013157894739,4.341611842105263,0.2437499999999999,18.67220394736842,-2595.844407894737,740.3333881578947,-35.20427631578947,1
29,3068.5,0.1366776315789474,281.1439144736842,0.5074013157894739,5.341611842105263,0.2437499999999999,5.672203947368421,1604.1555921052632,574.3333881578947,32.79572368421053,1
30,3069.5,0.1366776315789474,221.14391447368422,-0.4925986842105261,3.341611842105263,-1.75625,6.672203947368421,-1395.8444078947368,540.3333881578947,-19.20427631578947,1
31,3070.5,0.1366776315789474,271.1439144736842,0.5074013157894739,3.341611842105263,2.24375,5.672203947368421,-895.8444078947368,724.3333881578947,-5.204276315789471,1
32,3071.5,0.1366776315789474,401.1439144736842,0.5074013157894739,6.341611842105263,0.2437499999999999,5.672203947368421,-915.8444078947368,850.3333881578947,-5.204276315789471,1
33,3072.5,0.1366776315789474,201.14391447368422,-1.492598684210526,3.341611842105263,-1.75625,6.672203947368421,-2845.844407894737,515.3333881578947,-38.20427631578947,1
34,3073.5,0.1366776315789474,391.1439144736842,0.5074013157894739,5.341611842105263,1.24375,8.67220394736842,-595.8444078947368,1442.3333881578947,-9.204276315789471,1
35,3074.5,0.1366776315789474,401.1439144736842,1.507401315789474,6.341611842105263,0.2437499999999999,5.672203947368421,2204.155592105263,490.3333881578947,41.79572368421053,1
36,3075.5,-0.8633223684210526,245.14391447368422,0.5074013157894739,5.341611842105263,0.2437499999999999,6.672203947368421,-2195.844407894737,682.3333881578947,-30.20427631578947,1
37,3076.5,0.1366776315789474,327.1439144736842,0.5074013157894739,6.341611842105263,1.24375,9.67220394736842,2104.155592105263,1265.3333881578947,24.79572368421053,1
38,3077.5,0.1366776315789474,331.1439144736842,0.5074013157894739,6.341611842105263,3.24375,5.672203947368421,-1095.8444078947368,756.3333881578947,-8.204276315789471,1
39,3078.5,0.1366776315789474,342.1439144736842,0.5074013157894739,5.341611842105263,2.24375,6.672203947368421,10604.155592105264,1789.3333881578947,132.79572368421054,1
